# build-tree --verbose=1 --max-leaves=1800 --cluster-thresh=-1 exp/tri3b/treeacc data/lang/phones/roots.int exp/tri3b/questions.qst data/lang/topo exp/tri3b/tree 
# Started at Mon Jul  4 16:15:28 BRT 2016
#
build-tree --verbose=1 --max-leaves=1800 --cluster-thresh=-1 exp/tri3b/treeacc data/lang/phones/roots.int exp/tri3b/questions.qst data/lang/topo exp/tri3b/tree 
LOG (build-tree:main():build-tree.cc:100) Number of separate statistics is 6101
LOG (build-tree:BuildTree():build-tree.cc:159) BuildTree: before building trees, map has 46 leaves.
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 137, low count 48
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 138, low count 29
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 140, low count 94
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 141, low count 32
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 145, low count 26
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 149, low count 32
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 151, low count 32
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 152, low count 54
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 154, low count 82
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 156, low count 42
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 157, low count 48
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 158, low count 94
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 159, low count 74
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 160, low count 62
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 161, low count 69
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 164, low count 35
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 165, low count 43
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 166, low count 30
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 169, low count 37
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 170, low count 31
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 171, low count 61
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 174, low count 69
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 175, low count 79
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 177, low count 76
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 178, low count 54
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 180, low count 81
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 181, low count 62
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 182, low count 76
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 184, low count 23
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 185, low count 69
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 186, low count 15
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 187, low count 43
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 188, low count 77
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 189, low count 59
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 194, low count 24
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 196, low count 77
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 198, low count 82
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 199, low count 60
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 200, low count 88
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 201, low count 58
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 204, low count 71
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 207, low count 38
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 211, low count 91
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 212, low count 75
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 218, low count 88
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 221, low count 70
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 227, low count 30
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 228, low count 44
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 229, low count 59
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 230, low count 66
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 233, low count 80
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 234, low count 32
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 235, low count 73
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 237, low count 98
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 238, low count 84
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 239, low count 79
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 240, low count 14
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 241, low count 91
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 243, low count 46
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 245, low count 71
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 246, low count 62
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 247, low count 94
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 251, low count 92
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 252, low count 31
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 253, low count 38
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 254, low count 78
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 255, low count 81
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 257, low count 70
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 258, low count 29
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 259, low count 52
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 261, low count 23
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 262, low count 52
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 264, low count 31
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 265, low count 88
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 266, low count 87
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 270, low count 42
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 271, low count 72
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 272, low count 26
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 273, low count 97
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 276, low count 87
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 277, low count 70
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 278, low count 54
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 279, low count 65
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 280, low count 64
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 281, low count 33
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 282, low count 75
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 284, low count 75
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 287, low count 32
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 288, low count 86
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 289, low count 32
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 290, low count 57
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 291, low count 80
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 294, low count 38
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 295, low count 38
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 296, low count 81
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 297, low count 73
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 300, low count 99
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 302, low count 66
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 303, low count 65
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 304, low count 26
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 306, low count 24
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 307, low count 29
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 309, low count 67
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 310, low count 86
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 316, low count 97
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 319, low count 68
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 320, low count 17
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 321, low count 78
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 322, low count 71
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 323, low count 39
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 324, low count 77
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 326, low count 61
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 328, low count 43
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 330, low count 33
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 331, low count 60
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 332, low count 46
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 333, low count 57
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 334, low count 27
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 335, low count 54
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 336, low count 35
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 337, low count 86
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 340, low count 94
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 341, low count 82
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 343, low count 35
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 344, low count 27
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 345, low count 46
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 347, low count 42
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 349, low count 43
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 350, low count 67
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 351, low count 85
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 352, low count 23
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 355, low count 50
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 356, low count 67
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 357, low count 52
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 358, low count 69
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 359, low count 63
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 360, low count 72
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 361, low count 53
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 362, low count 69
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 363, low count 46
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 366, low count 83
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 367, low count 95
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 369, low count 53
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 370, low count 69
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 374, low count 43
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 375, low count 40
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 376, low count 30
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 379, low count 61
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 380, low count 64
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 382, low count 52
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 384, low count 83
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 385, low count 57
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 387, low count 60
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 391, low count 62
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 393, low count 31
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 397, low count 40
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 400, low count 86
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 408, low count 43
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 409, low count 66
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 410, low count 27
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 412, low count 30
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 413, low count 99
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 414, low count 62
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 415, low count 47
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 416, low count 38
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 419, low count 17
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 422, low count 74
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 423, low count 45
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 424, low count 76
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 425, low count 91
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 426, low count 56
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 427, low count 66
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 428, low count 91
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 429, low count 79
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 430, low count 75
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 433, low count 22
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 434, low count 94
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 435, low count 41
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 438, low count 75
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 439, low count 43
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 440, low count 62
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 444, low count 45
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 445, low count 65
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 446, low count 37
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 449, low count 81
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 450, low count 42
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 451, low count 68
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 455, low count 65
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 456, low count 97
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 457, low count 71
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 459, low count 89
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 460, low count 89
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 462, low count 85
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 463, low count 58
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 465, low count 50
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 466, low count 81
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 468, low count 66
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 469, low count 41
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 470, low count 50
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 471, low count 37
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 475, low count 77
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 477, low count 31
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 478, low count 45
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 479, low count 37
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 480, low count 75
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 481, low count 47
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 482, low count 31
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 484, low count 63
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 485, low count 58
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 486, low count 86
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 487, low count 72
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 489, low count 69
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 490, low count 25
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 492, low count 68
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 494, low count 42
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 495, low count 82
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 496, low count 27
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 497, low count 75
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 499, low count 37
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 500, low count 69
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 501, low count 66
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 502, low count 47
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 503, low count 28
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 505, low count 55
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 506, low count 48
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 508, low count 80
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 510, low count 51
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 511, low count 86
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 512, low count 51
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 513, low count 65
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 515, low count 55
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 516, low count 60
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 517, low count 31
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 520, low count 48
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 521, low count 52
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 522, low count 83
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 523, low count 58
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 525, low count 71
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 529, low count 80
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 532, low count 33
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 533, low count 75
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 534, low count 20
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 539, low count 76
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 540, low count 41
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 541, low count 73
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 543, low count 72
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 545, low count 67
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 547, low count 41
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 549, low count 39
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 552, low count 17
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 553, low count 49
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 554, low count 26
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 556, low count 76
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 558, low count 20
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 561, low count 21
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 562, low count 68
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 563, low count 63
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 564, low count 49
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 565, low count 87
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 566, low count 84
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 567, low count 40
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 569, low count 44
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 570, low count 87
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 571, low count 25
